created_at,date,id,job_id,order_number,status_id,updated_at
2024-11-16 05:37:13,2024-11-17 00:00:00,1,1,0,10,2024-11-16 05:37:13
2024-11-16 05:37:45,2024-11-17 00:00:00,2,1,0,10,2024-11-16 05:37:45
2024-11-16 05:38:13,2024-11-17 00:00:00,3,1,0,10,2024-11-16 05:38:13
2024-11-16 05:38:43,2024-11-17 00:00:00,4,1,0,10,2024-11-16 05:38:43
