id,created_at,updated_at,eilesNumeris,courrier_id,status_id,clientToBill_id,pickup_time_begin,pickup_time_end,pickupclientname,pickupclientaddressline,pickupclientcity,pickupclientcountry,pickupclientpostalcode,manager_id,notes,price,distance,invoice_id,price_adjustment_number,jobTemplate_id,date
1,2024-11-18 17:15:43,2024-11-18 17:15:43,0,,10,36,,,,,,,,1,,,,,0,,2024-11-18
