id,created_at,updated_at,eilesNumeris,courrier_id,status_id,clientToBill_id,pickup_time_begin,pickup_time_end,pickupclientname,pickupclientaddressline,pickupclientcity,pickupclientcountry,pickupclientpostalcode,manager_id,notes,price,distance,invoice_id,price_adjustment_number,date
1,2024-11-04 14:56:58,2024-11-04 14:56:58,0,,10,36,,,,,,,,1,,,,,0,2024-11-01
2,2024-11-10 09:21:01,2024-11-10 09:21:01,0,,10,36,,,,,,,,1,,,,,0,2024-11-11
3,2024-11-14 13:35:52,2024-11-14 13:35:52,0,,10,36,,,,,,,,1,,,,,0,2024-11-15
5,2024-11-14 13:56:40,2024-11-14 13:56:40,0,,10,36,,,,,,,,1,,,,,0,2024-11-15
6,2024-11-14 14:16:46,2024-11-14 14:16:46,0,,10,40,,,,,,,,1,,,,,0,2024-11-17
7,2024-11-14 14:44:25,2024-11-14 14:44:25,0,,10,40,,,,,,,,1,,,,,0,2024-11-17
8,2024-11-14 14:46:24,2024-11-14 14:46:24,0,,10,40,,,,,,,,1,,,,,0,2024-11-17
