id,created_at,updated_at,name
1,2024-11-17 10:12:12,2024-11-17 10:12:12,Au-mnium (aura omnium)
2,2024-11-17 10:12:12,2024-11-17 10:12:12,aE-Omnium (Thomas)
3,2024-11-17 10:12:12,2024-11-17 10:12:12,BeGreen (bullitt #1)
4,2024-11-17 10:12:12,2024-11-17 10:12:12,Purple (omnium)
5,2024-11-17 10:12:12,2024-11-17 10:12:12,Haru (bullitt X #2)
6,2024-11-17 10:12:12,2024-11-17 10:12:12,Koneko (bullitt #3)
7,2024-11-17 10:12:12,2024-11-17 10:12:12,Shiny (josh omnium)
