id,created_at,updated_at,date,status_id,job_id,order_number
15,2024-11-17 15:21:42,2024-11-17 15:21:42,2024-11-18 00:00:00,10,10,0
16,2024-11-17 15:22:20,2024-11-17 15:22:20,2024-11-18 00:00:00,10,10,0
17,2024-11-17 15:24:33,2024-11-17 15:24:33,2024-11-18 00:00:00,10,11,0
18,2024-11-17 15:25:13,2024-11-17 15:25:13,2024-11-18 00:00:00,10,11,0
19,2024-11-17 15:32:58,2024-11-17 15:32:58,2024-11-18 00:00:00,10,12,0
20,2024-11-17 15:33:47,2024-11-17 15:33:47,2024-11-18 00:00:00,10,12,0
25,2024-11-17 16:45:14,2024-11-17 16:45:14,2024-11-18 00:00:00,10,15,0
26,2024-11-17 16:45:54,2024-11-17 16:45:54,2024-11-18 00:00:00,10,15,0
