id,created_at,updated_at,date,status_id,job_id,order_number
1,2024-11-18 17:15:58,2024-11-18 17:15:58,2024-11-18 00:00:00,10,1,0
2,2024-11-18 17:16:28,2024-11-18 17:16:28,2024-11-18 00:00:00,10,1,0
