id,created_at,updated_at,origin_address,destination_address,origin_lat,origin_lng,destination_lat,destination_lng,mode_of_travel,distance
1,2024-11-18 17:16:31,2024-11-18 17:16:31,68 Mountgrove Rd N5 2LT London UK,UK London EC1R 0BG 11 Bowling Green Lane,,,,,walking,4660
