id,created_at,updated_at,job_id,task_id,status_id,packageType_id,orderNumber,weight,dimensions,quantity,dropoff_adress_line,dropoff_postal_code,dropoff_city,dropoff_country,dropoff_name,packagedropofftimebegin,packagedropofftimeend,name,price,baseQuantityThreshold,maxQuantityThreshold,notes
1,2024-11-18 17:16:28,2024-11-18 17:16:28,,2,10,17,,5,0,1,11 Bowling Green Lane,EC1R 0BG,London,UK,Verde Flowers Ltd,2024-11-18 09:16:00,2024-11-18 22:16:00,,,,,
